id,carat,table,depth,y,z,cut,color,clarity,x
11070,1.01,61.0,59.3,6.52,3.88,3,4,7,6.56
11071,0.8,57.0,62.4,5.97,3.71,2,3,7,5.92
11072,0.24,58.0,58.8,4.05,2.39,1,1,3,4.08
11073,0.32,56.0,61.4,4.39,2.69,2,4,5,4.37
11074,0.4,57.0,62.9,4.69,2.96,2,3,5,4.72
11075,0.71,57.0,60.9,5.79,3.51,2,4,1,5.74
11076,0.26,57.0,60.9,4.13,2.51,2,3,4,4.11
11077,0.32,57.0,62.2,4.37,2.71,2,6,1,4.35
11078,1.15,56.0,62.9,6.68,4.19,3,2,5,6.65
11079,0.53,55.0,62.2,5.22,3.23,2,3,4,5.17
11080,0.3,57.0,63.6,4.26,2.7,6,4,4,4.23
11081,0.74,55.0,61.8,5.8,3.6,2,4,4,5.85
11082,0.83,54.0,64.6,5.88,3.79,6,6,5,5.85
11083,0.51,56.0,60.8,5.21,3.16,3,3,3,5.18
11084,0.43,56.0,62.4,4.84,3.01,3,3,6,4.81
11085,0.39,56.0,62.4,4.68,2.91,3,4,5,4.64
11086,0.51,56.0,61.9,5.11,3.17,2,1,5,5.14
11087,0.4,56.0,60.6,4.82,2.91,2,1,4,4.78
11088,0.4,59.0,61.4,4.75,2.9,1,2,7,4.7
11089,0.55,57.0,60.9,5.32,3.23,2,1,6,5.29
11090,1.53,63.0,60.9,7.41,4.5,3,5,5,7.37
11091,0.26,57.0,61.8,4.1,2.52,3,4,2,4.06
11092,0.55,56.8,61.2,5.31,3.24,2,4,5,5.28
11093,0.3,61.0,61.7,4.28,2.65,1,2,5,4.31
11094,0.4,59.0,59.2,4.81,2.84,1,1,4,4.79
11095,0.7,55.0,62.0,5.73,3.54,2,3,7,5.69
11096,0.75,57.0,62.1,5.79,3.63,1,2,5,5.9
11097,1.01,56.0,62.2,6.42,3.97,2,6,6,6.35
11098,1.17,56.0,62.2,6.77,4.2,2,3,4,6.74
11099,1.27,58.0,61.8,6.91,4.29,1,7,6,6.97
11100,0.55,56.0,61.6,5.31,3.26,2,4,7,5.28
11101,1.12,60.0,58.5,6.89,4.01,3,7,7,6.83
11102,0.71,58.0,60.9,5.8,3.52,1,3,2,5.76
11103,0.53,53.2,62.1,5.21,3.22,2,3,2,5.17
11104,0.31,59.0,62.7,4.34,2.71,1,3,5,4.3
11105,2.63,61.0,62.3,8.76,5.47,1,7,8,8.81
11106,1.5,53.9,61.3,7.42,4.53,2,4,4,7.37
11107,0.72,57.0,62.7,5.74,3.59,2,7,4,5.71
11108,0.42,55.0,61.6,4.81,2.98,2,4,2,4.87
11109,1.0,57.0,62.5,6.45,4.01,2,2,5,6.38
11110,0.25,56.0,61.4,4.07,2.49,3,4,2,4.04
11111,1.5,52.0,63.2,7.24,4.59,3,6,7,7.28
11112,2.01,59.0,60.4,8.1,4.91,1,7,5,8.15
11113,0.31,56.0,60.8,4.36,2.66,2,4,2,4.39
11114,1.31,59.0,61.7,6.98,4.32,1,5,7,7.03
11115,1.22,60.0,60.6,6.85,4.17,1,5,6,6.92
11116,1.51,58.0,62.5,7.33,4.55,3,3,5,7.22
11117,1.02,57.0,58.8,6.55,3.87,2,5,7,6.61
11118,0.41,54.0,61.9,4.82,2.97,2,4,6,4.77
11119,0.33,56.0,60.1,4.56,2.73,3,3,2,4.53
11120,0.91,57.0,61.0,6.28,3.82,2,4,7,6.25
11121,0.32,53.0,61.1,4.44,2.7,2,4,2,4.4
11122,1.51,56.0,63.1,7.32,4.6,3,6,5,7.26
11123,1.01,59.0,62.4,6.35,3.97,1,4,4,6.38
11124,0.7,56.0,63.1,5.63,3.56,3,2,7,5.66
11125,0.34,59.0,61.0,4.51,2.74,1,2,5,4.48
11126,1.13,55.0,62.2,6.67,4.15,2,6,5,6.69
11127,0.67,61.0,61.0,5.61,3.44,1,4,5,5.66
11128,0.32,57.0,61.8,4.42,2.72,2,4,5,4.38
11129,1.09,59.0,61.1,6.63,4.07,1,4,7,6.69
11130,0.33,55.0,62.3,4.42,2.76,2,4,2,4.44
11131,1.05,57.0,61.9,6.5,4.03,2,3,3,6.52
11132,1.26,59.0,61.5,6.96,4.27,2,2,6,6.92
11133,0.4,55.0,60.6,4.82,2.91,2,3,5,4.78
11134,0.82,53.0,61.7,6.12,3.74,2,3,7,6.0
11135,1.01,58.0,62.9,6.39,4.01,3,2,5,6.36
11136,1.01,62.0,59.4,6.43,3.83,1,5,7,6.47
11137,1.2,58.0,62.9,6.69,4.23,1,3,6,6.76
11138,0.33,54.0,61.9,4.42,2.75,2,4,1,4.46
11139,0.36,57.0,61.1,4.63,2.82,2,1,5,4.6
11140,0.27,57.0,60.5,4.23,2.55,3,3,4,4.21
11141,1.01,59.0,64.5,6.19,4.02,5,3,4,6.27
11142,0.39,56.0,61.0,4.73,2.88,2,7,6,4.71
11143,0.57,56.0,60.9,5.36,3.27,2,5,2,5.38
11144,0.9,55.0,62.6,6.13,3.83,3,7,4,6.11
11145,1.21,57.0,61.9,6.89,4.25,2,7,6,6.84
11146,0.3,56.0,62.4,4.31,2.68,2,3,2,4.28
11147,0.3,56.0,62.8,4.29,2.7,2,3,5,4.31
11148,0.31,54.0,61.9,4.39,2.71,3,3,1,4.36
11149,1.51,54.0,62.5,7.34,4.57,2,5,4,7.28
11150,0.9,59.0,61.2,6.26,3.81,3,3,5,6.2
11151,0.9,58.0,62.3,6.2,3.85,3,4,7,6.15
11152,0.71,60.0,59.6,5.85,3.47,3,2,5,5.8
11153,0.54,55.0,61.8,5.24,3.24,2,2,5,5.26
11154,0.41,56.0,61.1,4.8,2.95,2,2,3,4.85
11155,0.41,59.0,61.3,4.8,2.96,1,2,7,4.85
11156,0.41,58.0,60.4,4.84,2.9,3,4,6,4.77
11157,0.6,55.0,61.6,5.48,3.36,2,2,4,5.43
11158,2.01,54.0,66.6,7.92,5.22,5,7,4,7.76
11159,1.15,56.0,60.5,6.8,4.13,2,5,7,6.83
11160,0.3,56.0,60.9,4.35,2.64,2,3,5,4.32
11161,0.3,56.0,63.1,4.28,2.69,6,4,2,4.25
11162,1.04,58.0,62.1,6.52,4.04,1,5,7,6.5
11163,0.75,59.0,60.9,5.87,3.56,3,3,4,5.83
11164,0.54,57.0,63.2,5.2,3.27,3,2,6,5.15
11165,0.53,55.0,63.9,5.1,3.27,6,1,7,5.14
11166,0.9,60.0,62.6,6.16,3.84,3,4,7,6.1
11167,1.5,54.0,63.3,7.33,4.62,3,6,4,7.26
11168,1.5,58.0,62.9,7.31,4.57,3,6,1,7.21
11169,1.25,63.0,58.0,7.06,4.13,3,3,7,7.16
11170,0.59,55.0,62.1,5.4,3.34,2,4,4,5.35
11171,3.05,58.0,60.9,9.25,5.66,1,2,8,9.26
11172,0.7,56.0,62.7,5.66,3.53,6,5,2,5.6
11173,0.53,60.0,61.4,5.18,3.19,1,3,5,5.21
11174,0.38,54.0,61.8,4.7,2.9,2,7,6,4.68
11175,0.7,53.0,62.3,5.73,3.56,2,3,5,5.69
11176,0.31,55.0,62.0,4.41,2.72,2,3,1,4.37
11177,0.37,60.0,61.2,4.63,2.82,1,4,5,4.58
11178,0.23,59.0,60.4,3.95,2.4,1,1,3,4.0
11179,0.31,55.0,63.4,4.28,2.72,3,1,6,4.3
11180,0.79,57.0,61.6,6.0,3.68,2,6,6,5.94
11181,0.32,62.0,61.2,4.45,2.71,3,4,4,4.41
11182,1.7,60.0,59.7,7.72,4.62,1,6,6,7.77
11183,0.41,61.0,59.8,4.82,2.87,3,4,5,4.78
11184,0.43,54.0,61.7,4.9,3.01,2,3,6,4.86
11185,0.24,58.0,62.4,3.99,2.48,3,2,3,3.96
11186,0.58,55.0,62.2,5.42,3.36,2,2,4,5.38
11187,0.71,59.0,63.0,5.62,3.56,1,3,6,5.69
11188,1.12,55.0,62.4,6.68,4.15,3,5,7,6.63
11189,0.3,55.0,61.5,4.35,2.67,2,3,3,4.33
11190,0.41,59.0,62.3,4.74,2.96,1,2,4,4.76
11191,0.7,58.0,62.2,5.66,3.51,3,4,6,5.63
11192,0.52,55.0,61.9,5.18,3.2,2,2,4,5.16
11193,2.0,61.0,61.5,8.1,4.99,1,5,7,8.13
11194,0.4,56.0,61.2,4.82,2.93,2,6,4,4.76
11195,0.66,56.0,61.8,5.57,3.45,2,1,5,5.6
11196,0.91,57.0,62.3,6.13,3.85,1,5,5,6.22
11197,0.33,55.0,61.3,4.49,2.75,2,5,7,4.48
11198,2.19,60.0,60.8,8.34,5.08,1,6,7,8.38
11199,0.54,57.0,60.4,5.27,3.2,2,2,7,5.33
11200,0.32,57.0,61.8,4.38,2.72,2,4,5,4.42
11201,1.01,59.0,61.0,6.47,3.96,2,5,5,6.51
11202,1.0,56.0,63.9,6.27,4.02,6,1,7,6.32
11203,0.34,55.0,62.4,4.53,2.81,2,2,5,4.48
11204,0.41,59.0,62.6,4.73,2.97,1,4,5,4.76
11205,0.8,54.0,60.2,6.01,3.63,6,2,4,6.04
11206,0.55,54.0,61.2,5.32,3.25,2,2,4,5.3
11207,0.59,55.0,61.7,5.41,3.33,2,4,5,5.38
11208,0.5,57.0,60.7,5.13,3.11,3,7,7,5.11
11209,0.51,55.0,61.7,5.17,3.18,2,3,4,5.14
11210,0.33,57.0,62.1,4.44,2.75,2,2,5,4.41
11211,0.28,61.0,61.8,4.21,2.6,6,4,5,4.2
11212,0.9,63.0,62.1,6.12,3.79,6,2,7,6.09
11213,0.9,59.0,67.3,5.84,3.96,5,6,6,5.93
11214,1.16,58.0,62.6,6.73,4.2,2,3,6,6.68
11215,0.38,55.4,61.7,4.7,2.89,2,6,4,4.67
11216,1.04,59.0,59.6,6.59,3.92,3,2,6,6.56
11217,1.03,56.1,61.3,6.52,3.99,3,4,4,6.5
11218,0.59,56.6,60.8,5.47,3.31,3,7,5,5.42
11219,0.35,55.0,61.6,4.49,2.78,2,2,5,4.54
11220,0.57,56.0,61.9,5.34,3.3,2,1,7,5.3
11221,0.53,54.0,61.9,5.23,3.23,2,7,7,5.2
11222,0.73,56.0,62.2,5.73,3.58,2,1,3,5.79
11223,1.01,57.0,60.4,6.45,3.91,1,2,5,6.49
11224,0.5,59.0,60.6,5.13,3.08,3,3,5,5.03
11225,1.1,57.0,59.1,6.82,4.0,3,3,7,6.72
11226,0.33,55.0,61.3,4.46,2.73,2,3,2,4.45
11227,0.54,56.0,61.6,5.27,3.24,2,5,3,5.24
11228,0.7,61.0,56.9,5.9,3.34,6,2,7,5.85
11229,0.3,53.0,62.2,4.32,2.68,2,5,6,4.29
11230,0.35,56.0,61.2,4.55,2.78,2,5,5,4.54
11231,0.52,55.0,62.6,5.14,3.21,2,1,5,5.12
11232,0.31,54.0,62.0,4.35,2.71,2,5,4,4.39
11233,1.0,57.0,62.0,6.43,3.97,2,3,6,6.37
11234,0.76,56.0,61.6,5.87,3.6,2,4,4,5.82
11235,0.71,57.0,62.7,5.69,3.56,2,2,4,5.66
11236,2.01,57.0,62.3,8.04,5.03,2,5,7,8.1
11237,1.62,58.0,62.3,7.49,4.68,1,4,5,7.54
11238,1.45,58.0,64.4,7.11,4.59,5,3,7,7.17
11239,0.41,56.0,61.0,4.82,2.93,2,3,3,4.78
11240,0.31,60.0,60.7,4.33,2.64,1,6,6,4.37
11241,1.0,58.0,62.7,6.33,3.99,1,3,5,6.4
11242,1.3,58.0,61.5,7.06,4.32,3,3,6,6.99
11243,1.28,60.0,61.7,6.95,4.32,1,6,5,7.05
11244,0.4,59.2,61.8,4.74,2.92,1,5,4,4.72
11245,1.2,56.0,61.3,6.71,4.14,2,2,7,6.8
11246,1.51,61.0,63.6,7.03,4.49,6,5,5,7.08
11247,0.9,54.0,63.2,6.17,3.88,3,2,6,6.1
11248,1.31,55.0,61.5,7.02,4.33,2,5,4,7.05
11249,1.11,59.0,60.6,6.71,4.08,2,5,6,6.75
11250,1.13,59.0,62.0,6.66,4.12,3,7,5,6.62
11251,0.32,60.0,61.5,4.42,2.71,1,4,5,4.4
11252,1.16,56.0,60.6,6.86,4.14,2,7,1,6.79
11253,0.39,56.0,60.4,4.78,2.88,2,2,2,4.76
11254,0.77,63.0,62.4,5.8,3.63,3,6,5,5.84
11255,0.53,55.0,61.5,5.22,3.2,2,1,4,5.19
11256,1.06,55.0,62.4,6.5,4.07,1,4,3,6.54
11257,1.26,56.0,61.7,6.98,4.3,2,4,2,6.96
11258,0.95,58.0,63.5,6.16,3.92,3,6,6,6.19
11259,2.01,56.0,62.2,8.06,5.03,2,6,6,8.12
11260,0.91,59.0,63.1,6.19,3.89,6,3,4,6.14
11261,0.3,60.0,60.4,4.3,2.61,1,4,3,4.34
11262,0.5,64.0,62.3,5.02,3.15,6,4,7,5.1
11263,0.41,59.0,60.9,4.85,2.94,3,4,1,4.8
11264,1.0,57.0,62.8,6.34,3.99,2,2,5,6.37
11265,1.23,58.0,62.9,6.76,4.27,1,3,5,6.82
11266,0.7,60.0,64.3,5.55,3.58,6,5,3,5.59
11267,2.06,61.0,60.9,8.16,4.99,1,6,6,8.32
11268,0.33,59.0,61.1,4.44,2.72,1,6,4,4.47
11269,0.32,56.0,61.2,4.41,2.7,2,4,3,4.42
11270,0.51,59.0,60.5,5.17,3.12,1,3,3,5.15
11271,0.63,57.0,61.1,5.54,3.37,3,5,4,5.5
11272,0.32,59.8,61.1,4.45,2.71,3,2,4,4.43
11273,1.01,58.0,63.3,6.35,4.0,6,2,7,6.29
11274,1.15,57.0,60.2,6.77,4.09,2,2,6,6.8
11275,0.96,57.0,62.0,6.31,3.92,1,4,6,6.34
11276,0.46,56.0,61.8,4.93,3.06,2,7,2,4.97
11277,1.11,63.0,61.7,6.65,4.07,3,2,7,6.54
11278,1.5,59.0,62.4,7.27,4.52,3,1,5,7.21
11279,1.16,59.0,60.2,6.78,4.1,1,5,7,6.84
11280,1.51,59.0,62.4,7.28,4.53,6,4,4,7.25
11281,1.09,57.0,62.6,6.62,4.12,3,6,5,6.55
11282,0.73,56.0,60.1,5.87,3.54,2,2,6,5.91
11283,1.21,58.0,59.5,6.96,4.16,1,5,6,7.02
11284,0.32,57.0,60.4,4.46,2.68,3,2,2,4.42
11285,1.03,57.0,62.6,6.43,4.03,2,7,6,6.45
11286,0.73,57.0,62.5,5.7,3.58,1,3,5,5.75
11287,1.0,55.0,61.5,6.41,3.96,2,3,3,6.46
11288,0.55,54.0,61.2,5.3,3.26,2,3,2,5.35
11289,0.64,58.0,64.2,5.48,3.5,3,5,7,5.43
11290,0.52,58.0,61.1,5.19,3.16,3,4,4,5.16
11291,0.72,58.0,61.6,5.81,3.57,1,4,3,5.78
11292,1.02,57.0,63.2,6.41,4.03,3,3,5,6.34
11293,0.33,60.0,62.0,4.38,2.73,1,2,6,4.43
11294,0.31,55.0,62.3,4.37,2.71,2,1,6,4.33
11295,0.62,57.0,62.6,5.5,3.44,2,6,3,5.47
11296,0.64,58.0,62.3,5.49,3.43,1,1,6,5.53
11297,0.9,59.0,59.4,6.31,3.74,1,2,4,6.28
11298,0.5,59.0,61.5,5.1,3.13,3,2,3,5.08
11299,0.59,59.0,62.8,5.33,3.33,3,4,5,5.28
11300,2.01,55.0,63.2,8.04,5.07,3,7,5,7.97
11301,0.9,65.0,60.8,6.17,3.74,6,2,6,6.14
11302,0.74,59.0,61.4,5.81,3.57,1,3,6,5.82
11303,0.5,57.0,63.3,5.06,3.19,6,5,2,5.02
11304,0.75,60.0,62.0,5.75,3.57,1,6,6,5.8
11305,1.23,55.0,62.4,6.83,4.28,1,4,6,6.89
11306,1.14,57.0,61.1,6.76,4.11,2,4,1,6.7
11307,0.36,56.0,61.3,4.65,2.84,2,1,6,4.61
11308,0.78,59.0,61.1,5.88,3.6,1,5,7,5.91
11309,0.52,57.0,61.4,5.21,3.19,2,7,5,5.17
11310,1.54,56.0,65.0,7.14,4.67,5,6,7,7.22
11311,0.7,53.0,61.8,5.69,3.53,2,4,7,5.73
11312,0.4,58.0,62.2,4.74,2.94,2,2,4,4.72
11313,1.24,58.0,62.2,6.82,4.28,1,7,7,6.94
11314,0.5,57.0,62.2,5.07,3.14,3,3,2,5.03
11315,0.31,56.0,61.5,4.43,2.71,2,1,3,4.39
11316,0.81,59.0,63.1,5.91,3.72,3,7,6,5.88
11317,0.44,56.0,61.6,4.93,3.02,2,5,6,4.87
11318,0.31,57.0,61.8,4.32,2.68,2,1,6,4.36
11319,0.54,56.0,61.2,5.28,3.23,2,3,7,5.27
11320,0.55,56.0,61.4,5.31,3.25,2,5,6,5.28
11321,0.33,58.0,60.6,4.44,2.7,1,6,5,4.47
11322,0.33,58.0,62.1,4.43,2.74,1,6,1,4.39
11323,0.71,57.0,61.8,5.76,3.55,6,3,4,5.73
11324,1.07,55.0,61.9,6.62,4.08,2,4,6,6.57
11325,0.4,60.0,61.7,4.72,2.9,3,2,6,4.68
11326,1.01,60.0,62.6,6.37,4.0,1,1,7,6.4
11327,0.32,55.0,61.7,4.41,2.73,2,1,2,4.44
11328,0.42,59.0,61.7,4.76,2.96,1,5,4,4.83
11329,0.32,56.0,62.0,4.39,2.71,2,4,4,4.35
11330,1.23,57.0,62.4,6.84,4.25,2,5,7,6.79
11331,1.06,57.1,62.5,6.5,4.05,2,5,7,6.46
11332,1.13,57.0,61.2,6.72,4.09,2,4,2,6.65
11333,0.36,59.0,61.7,4.59,2.82,1,4,4,4.55
11334,0.4,54.0,62.6,4.78,2.98,2,3,5,4.73
11335,0.31,57.0,60.6,4.4,2.66,2,4,2,4.38
11336,0.51,59.0,62.6,5.1,3.18,3,7,6,5.06
11337,1.51,54.0,61.5,7.42,4.54,3,4,6,7.35
11338,0.32,60.0,59.8,4.46,2.66,3,6,4,4.44
11339,0.23,58.0,62.0,3.92,2.42,3,3,3,3.89
11340,1.37,60.0,58.3,7.3,4.27,1,4,4,7.35
11341,1.72,58.0,61.1,7.69,4.71,1,4,5,7.73
11342,1.53,61.0,59.9,7.45,4.49,1,4,5,7.54
11343,1.65,62.0,60.9,7.51,4.6,1,5,4,7.58
11344,0.92,57.0,62.1,6.26,3.87,2,2,7,6.2
11345,2.11,57.0,67.6,7.83,5.31,5,3,8,7.88
11346,0.86,53.0,63.2,6.1,3.84,6,4,7,6.06
11347,0.71,58.0,62.5,5.71,3.56,3,1,4,5.68
11348,1.01,60.0,60.2,6.42,3.85,6,2,7,6.37
11349,0.34,59.0,59.0,4.55,2.7,1,5,5,4.61
11350,2.0,56.0,62.8,7.95,5.02,2,6,6,8.04
11351,0.53,58.0,62.3,5.18,3.25,1,6,4,5.26
11352,0.41,55.0,62.4,4.77,2.97,2,7,4,4.75
11353,0.35,54.0,62.5,4.5,2.82,2,3,6,4.52
11354,1.23,58.0,61.6,6.84,4.23,1,6,4,6.9
11355,1.22,57.0,60.7,6.88,4.19,2,6,7,6.92
11356,0.31,58.0,63.2,4.32,2.71,6,4,3,4.26
11357,0.43,57.0,60.5,4.86,2.96,2,4,2,4.92
11358,0.35,56.0,63.1,4.54,2.85,6,2,4,4.49
11359,1.13,60.0,60.6,6.76,4.07,3,3,6,6.67
11360,2.03,56.0,62.6,8.1,5.08,2,4,7,8.15
11361,0.41,58.0,60.9,4.83,2.93,1,4,5,4.8
11362,0.5,56.0,62.4,5.12,3.18,3,3,7,5.08
11363,1.77,60.0,63.4,7.61,4.84,3,7,7,7.65
11364,0.9,61.0,62.9,6.14,3.85,6,6,3,6.1
11365,1.01,58.0,62.4,6.41,3.99,3,4,5,6.37
11366,1.24,59.0,59.7,6.99,4.2,1,2,6,7.07
11367,0.74,56.0,62.1,5.83,3.61,2,3,5,5.79
11368,0.41,58.0,61.6,4.74,2.94,1,4,3,4.8
11369,0.3,56.0,61.8,4.36,2.68,2,4,2,4.32
11370,0.37,57.0,61.1,4.64,2.83,2,1,6,4.63
11371,1.51,55.0,62.3,7.29,4.56,2,4,3,7.35
11372,1.3,57.0,63.3,6.96,4.41,3,7,5,6.98
11373,0.5,61.0,60.8,5.09,3.08,3,3,5,5.04
11374,1.02,59.0,60.3,6.53,3.93,3,3,7,6.5
11375,2.65,61.0,62.0,8.75,5.45,1,4,7,8.82
11376,1.19,55.0,63.8,6.64,4.25,6,1,4,6.68
11377,1.02,56.0,62.3,6.37,3.98,2,2,7,6.42
11378,0.79,53.0,60.6,5.98,3.64,1,2,5,6.04
11379,0.3,59.0,61.6,4.33,2.66,3,3,2,4.29
11380,1.11,54.0,60.2,6.7,4.07,2,5,6,6.82
11381,1.03,57.0,60.7,6.58,3.97,2,4,3,6.5
11382,0.58,59.0,58.4,5.46,3.17,6,4,5,5.4
11383,0.73,58.0,61.8,5.71,3.54,1,2,7,5.76
11384,0.9,57.0,62.0,6.25,3.86,2,3,6,6.21
11385,0.26,54.0,62.5,4.14,2.58,2,5,3,4.11
11386,0.55,59.0,62.7,5.22,3.28,1,1,6,5.25
11387,0.51,57.0,62.0,5.15,3.18,2,4,3,5.11
11388,1.04,60.0,61.0,6.48,3.97,3,3,5,6.54
11389,0.51,56.0,61.7,5.16,3.17,2,1,2,5.12
11390,1.18,54.0,62.4,6.79,4.22,2,2,4,6.74
11391,0.36,59.0,61.3,4.6,2.79,3,3,5,4.55
11392,0.9,55.0,62.8,6.16,3.88,2,7,5,6.2
11393,1.02,59.0,64.2,6.28,4.07,6,3,5,6.4
11394,0.58,59.0,58.4,5.51,3.21,3,5,6,5.48
11395,1.52,55.0,62.2,7.41,4.57,2,3,4,7.29
11396,1.4,57.0,62.4,7.12,4.46,1,2,7,7.17
11397,1.25,55.0,62.4,6.86,4.3,2,4,5,6.93
11398,0.9,58.0,65.6,5.95,3.95,5,5,7,6.05
11399,1.0,60.0,62.0,6.36,3.96,1,3,6,6.42
11400,1.02,55.0,62.1,6.4,4.01,2,2,7,6.51
11401,0.52,56.0,63.8,5.1,3.24,3,1,6,5.06
11402,1.7,57.0,62.1,7.63,4.75,2,5,7,7.68
11403,0.3,54.6,61.9,4.33,2.67,2,5,5,4.27
11404,0.9,61.0,62.3,6.17,3.84,3,5,7,6.15
11405,0.4,58.0,63.4,4.71,2.97,6,4,6,4.66
11406,1.04,57.0,61.4,6.56,4.01,2,3,4,6.51
11407,0.76,58.0,61.6,5.91,3.63,3,5,6,5.88
11408,0.42,56.0,61.0,4.86,2.95,2,4,4,4.82
11409,2.01,59.0,61.3,8.08,4.98,1,5,6,8.16
11410,0.32,57.0,60.9,4.48,2.71,3,6,2,4.45
11411,0.3,57.0,62.1,4.31,2.67,2,3,1,4.29
11412,1.03,56.0,61.8,6.5,4.01,2,4,5,6.47
11413,0.36,56.0,60.7,4.65,2.82,2,2,5,4.63
11414,0.78,56.0,62.7,5.89,3.68,3,5,7,5.85
11415,0.51,57.0,60.8,5.17,3.13,3,2,6,5.12
11416,1.7,58.0,62.3,7.59,4.74,1,3,6,7.63
11417,1.52,60.0,62.6,7.3,4.58,1,5,7,7.34
11418,1.51,60.0,63.4,7.18,4.59,5,7,6,7.31
11419,1.77,59.0,61.3,7.71,4.76,1,7,6,7.83
11420,0.75,57.0,60.6,5.94,3.59,2,3,2,5.88
11421,0.42,58.0,60.9,4.84,2.95,1,5,6,4.85
11422,1.11,55.0,62.8,6.65,4.16,2,4,4,6.6
11423,0.61,56.0,61.8,5.46,3.36,2,2,5,5.42
11424,0.51,56.0,61.9,5.13,3.19,1,3,3,5.17
11425,0.31,57.0,60.7,4.4,2.66,2,2,4,4.37
11426,0.7,60.0,63.9,5.52,3.58,6,3,8,5.65
11427,0.64,56.0,61.9,5.56,3.43,2,4,2,5.53
11428,0.38,57.0,61.2,4.64,2.85,2,3,5,4.67
11429,0.51,58.0,60.5,5.2,3.13,2,6,5,5.15
11430,0.33,55.0,60.7,4.51,2.73,2,5,5,4.48
11431,0.9,59.0,61.0,6.18,3.76,3,2,7,6.14
11432,0.31,57.0,60.5,4.43,2.67,2,3,6,4.4
11433,0.3,59.0,63.3,4.25,2.68,6,6,6,4.22
11434,0.32,55.0,63.7,4.31,2.75,6,1,6,4.33
11435,0.3,54.0,61.4,4.33,2.66,2,1,5,4.34
11436,0.26,55.0,61.4,4.17,2.54,2,1,3,4.1
11437,2.05,60.0,60.6,8.18,4.97,1,6,4,8.21
11438,0.54,56.0,61.3,5.22,3.21,2,1,5,5.26
11439,0.33,56.0,62.4,4.41,2.76,2,1,7,4.44
11440,1.02,58.0,60.2,6.53,3.94,1,1,7,6.56
11441,1.5,60.0,61.8,7.25,4.49,1,4,7,7.28
11442,0.3,61.0,61.7,4.33,2.66,3,2,7,4.29
11443,1.01,56.0,61.4,6.45,3.97,2,2,3,6.49
11444,1.23,62.0,58.5,6.98,4.09,1,5,5,7.0
11445,0.72,59.0,62.5,5.73,3.57,1,2,5,5.7
11446,0.35,61.0,59.3,4.58,2.73,1,4,2,4.62
11447,0.26,56.0,62.4,4.1,2.56,2,3,2,4.11
11448,1.01,56.0,61.2,6.49,3.95,6,3,4,6.42
11449,0.4,60.0,60.6,4.75,2.89,1,5,3,4.79
11450,1.0,54.0,65.9,6.2,4.1,5,1,6,6.24
11451,0.54,56.0,61.5,5.22,3.23,2,2,6,5.26
11452,0.91,59.0,63.1,6.1,3.86,3,1,6,6.14
11453,1.0,58.0,65.8,6.27,4.11,5,6,7,6.23
11454,0.3,57.0,60.9,4.35,2.64,2,1,5,4.32
11455,1.14,56.0,61.4,6.77,4.13,2,1,7,6.69
11456,1.27,54.0,62.2,6.98,4.32,2,7,3,6.92
11457,1.33,58.0,61.5,7.02,4.33,1,6,4,7.06
11458,1.51,57.0,60.9,7.43,4.51,3,5,5,7.39
11459,0.53,60.0,60.0,5.24,3.21,1,2,6,5.27
11460,0.54,56.0,60.7,5.3,3.21,2,1,6,5.27
11461,0.4,57.0,62.6,4.7,2.93,3,5,6,4.66
11462,0.71,56.0,61.9,5.76,3.55,2,5,3,5.72
11463,0.44,58.0,62.9,4.82,3.04,1,1,6,4.85
11464,0.32,55.0,62.2,4.38,2.72,2,2,5,4.37
11465,1.0,56.0,62.0,6.36,3.96,2,2,5,6.42
11466,0.91,61.0,63.5,6.1,3.86,6,4,6,6.05
11467,0.7,60.0,61.9,5.67,3.49,3,2,6,5.6
11468,0.77,57.0,62.1,5.84,3.64,2,3,4,5.88
11469,0.39,55.0,62.1,4.7,2.91,3,4,3,4.67
11470,0.3,59.0,61.7,4.28,2.65,1,1,6,4.31
11471,0.73,55.0,62.5,5.74,3.6,2,4,6,5.78
11472,1.22,60.0,62.3,6.8,4.25,1,1,6,6.84
11473,0.55,57.0,62.2,5.27,3.27,2,3,2,5.25
11474,1.18,54.0,62.2,6.82,4.23,2,4,3,6.78
11475,1.0,54.0,61.9,6.45,3.98,2,7,5,6.41
11476,0.8,63.0,59.5,6.05,3.61,3,4,4,6.11
11477,1.21,58.0,61.5,6.78,4.18,1,5,5,6.82
11478,1.23,56.0,61.4,6.96,4.26,2,4,4,6.91
11479,0.52,56.0,61.7,5.18,3.19,2,3,5,5.16
11480,1.51,57.0,61.7,7.31,4.53,2,3,5,7.37
11481,0.31,54.0,62.3,4.4,2.73,2,1,2,4.36
11482,0.59,59.0,61.5,5.41,3.3,3,4,5,5.32
11483,0.58,56.0,61.5,5.38,3.3,2,4,6,5.35
11484,1.73,60.0,61.2,7.67,4.69,3,6,6,7.65
11485,0.4,57.0,62.3,4.68,2.93,2,4,4,4.73
11486,1.51,60.0,64.0,7.21,4.63,6,6,2,7.26
11487,0.73,58.0,58.3,5.91,3.46,1,3,7,5.95
11488,2.04,57.0,61.0,8.21,5.0,2,6,6,8.18
11489,0.28,56.0,61.6,4.2,2.58,2,4,3,4.18
11490,0.5,63.0,61.4,5.1,3.12,3,2,6,5.06
11491,0.43,57.0,63.7,4.76,3.04,6,7,7,4.79
11492,0.7,58.0,63.2,5.6,3.56,3,3,3,5.66
